Unnamed: 0,CustomerID,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,CityTier_2,CityTier_3,PreferredPropertyStar_4.0,PreferredPropertyStar_5.0
4251,204251,-0.7912028883697224,0.04944706472327198,-1.3208977863630988,1.2501474076987915,-0.6978704854470907,0,-1.5120736745473389,1,1.0,-0.11673384103187111,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2169,202169,1.6173065681706655,-1.141436734446313,0.07044338794332428,-0.736612360917421,-0.15909933079483887,0,-1.5120736745473389,1,2.0,2.0807209945081495,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3681,203681,-0.46276978065966956,-1.0223483545293546,0.07044338794332428,2.243527292006898,2.53475644246642,0,-0.04461390529109929,0,2.0,0.5240158630798196,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
4806,204806,-1.8859799140698987,0.1685354446402305,1.4617845622497474,1.2501474076987915,-0.15909933079483887,1,1.4228458639651402,0,3.0,-0.6112659527808649,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
8,200008,0.08461873219041863,1.5975960036437324,-1.3208977863630988,0.25676752339068526,-1.2366416400993427,0,-0.04461390529109929,0,0.0,0.3174951553955646,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2114,202114,-0.6817251857997048,0.1685354446402305,-1.3208977863630988,-0.736612360917421,0.379671823857413,1,-0.04461390529109929,0,0.0,-1.3518999675989203,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3223,203223,1.6173065681706655,-0.5459948348615206,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,-0.778343789919219,1,2.0,-0.4711019550064326,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4056,204056,0.19409643476043628,-0.665083214778479,0.07044338794332428,0.25676752339068526,0.9184429785096649,1,1.4228458639651402,1,1.0,-0.038968433628780746,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4051,204051,0.3035741373304539,-0.5459948348615206,0.07044338794332428,1.2501474076987915,1.4572141331619168,0,1.4228458639651402,1,2.0,0.33006800569426786,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3409,203409,-1.229113698649793,1.240330863892857,1.4617845622497474,0.25676752339068526,0.9184429785096649,0,1.4228458639651402,1,3.0,-0.18984263721321953,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1223,201223,1.0699180553205774,-0.06964131519368652,-1.3208977863630988,1.2501474076987915,-1.2366416400993427,0,1.4228458639651402,1,1.0,1.111447368702565,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2234,202234,-1.0101582935097577,0.04944706472327198,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,1.4228458639651402,0,2.0,-1.5104575796992332,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
3272,203272,-1.9658986369460114,-0.06964131519368652,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,1.4228458639651402,0,1.0,-0.6007885775319456,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2031,202031,1.6173065681706655,-0.7841715946954375,-1.3208977863630988,0.25676752339068526,-0.6978704854470907,0,1.4228458639651402,1,0.0,2.024143168163985,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
2615,202615,-1.8859799140698987,-1.0223483545293546,1.4617845622497474,2.243527292006898,-0.6978704854470907,0,-0.04461390529109929,1,2.0,-0.5027669113142778,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
2471,202471,0.6320072450405068,-0.06964131519368652,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-0.04461390529109929,0,2.0,0.5449706135776583,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
4807,204807,-0.7912028883697224,-0.903259974612396,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-1.5120736745473389,1,3.0,-0.16865505615429371,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3896,203896,1.507828865600648,-1.0223483545293546,1.4617845622497474,0.25676752339068526,-0.6978704854470907,0,-0.04461390529109929,1,2.0,0.5223860491522099,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4122,204122,0.41305183990047156,0.04944706472327198,1.4617845622497474,1.2501474076987915,-0.6978704854470907,0,1.4228458639651402,0,2.0,0.09118385001890643,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2598,202598,-0.46276978065966956,-0.06964131519368652,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,0.6891159793370204,1,2.0,1.05091142281992,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
2806,202806,-1.6670245089298634,0.04944706472327198,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,0.6891159793370204,0,1.0,-0.4364102014044552,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
1831,201831,0.3035741373304539,0.04944706472327198,-1.3208977863630988,-2.7233721295336335,0.379671823857413,1,-0.04461390529109929,0,1.0,-1.3851947378343752,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1972,201972,1.726784270740683,-1.141436734446313,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,0,-1.5120736745473389,1,1.0,0.05090416295083866,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
3512,203512,-0.9006805909397401,-0.7841715946954375,0.07044338794332428,1.2501474076987915,-0.6978704854470907,0,0.6891159793370204,0,1.0,-0.4478188988977229,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
4405,204405,0.7414849476105244,0.04944706472327198,1.4617845622497474,0.25676752339068526,0.9184429785096649,1,-0.04461390529109929,1,3.0,0.27814679057184527,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2942,202942,-1.5575468063598459,-0.3078180750276035,1.4617845622497474,0.25676752339068526,-0.6978704854470907,0,-0.778343789919219,1,1.0,-0.39845881994725835,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3268,203268,0.6320072450405068,2.4312146630624416,0.07044338794332428,2.243527292006898,1.4572141331619168,0,-0.04461390529109929,1,1.0,-0.04944580887770011,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2180,202180,-0.46276978065966956,0.8830657241419815,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,1,0.0,2.161047538083198,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
4272,204272,-0.024858970379599003,-1.0223483545293546,0.07044338794332428,0.25676752339068526,1.4572141331619168,0,-1.5120736745473389,1,2.0,0.5049237570706776,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
1432,201432,-0.024858970379599003,0.04944706472327198,-1.3208977863630988,-2.7233721295336335,-0.6978704854470907,1,-1.5120736745473389,0,1.0,1.2995744620609393,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4241,204241,0.3035741373304539,-0.665083214778479,0.07044338794332428,0.25676752339068526,1.4572141331619168,1,0.6891159793370204,1,2.0,0.1754685131324355,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4510,204510,-0.13433667294961663,-1.0223483545293546,0.07044338794332428,-1.7299922452255274,0.9184429785096649,0,-0.04461390529109929,1,2.0,-0.46062457975751325,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3636,203636,1.3983511630306302,0.8830657241419815,1.4617845622497474,0.25676752339068526,1.4572141331619168,1,-1.5120736745473389,1,2.0,-0.4417653043094584,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1827,201827,-1.7765022114998812,-1.141436734446313,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,1.4228458639651402,1,2.0,-1.394275129716772,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
4816,204816,-1.0101582935097577,-0.7841715946954375,1.4617845622497474,2.243527292006898,0.379671823857413,1,1.4228458639651402,1,2.0,-0.4580634435855552,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False
2657,202657,1.6173065681706655,-0.06964131519368652,0.07044338794332428,1.2501474076987915,1.9959852878141686,0,-0.04461390529109929,1,2.0,1.8639557421360624,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2416,202416,0.3035741373304539,-0.18872969511064502,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,0.6891159793370204,1,2.0,0.21691235300593875,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2322,202322,-0.9006805909397401,-0.42690645494456203,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,0,1.0,-1.17145628275642,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,200053,-0.24381437551963428,0.1685354446402305,0.07044338794332428,0.25676752339068526,-0.15909933079483887,1,1.4228458639651402,1,1.0,0.40084849626474534,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4187,204187,0.08461873219041863,-0.3078180750276035,1.4617845622497474,0.25676752339068526,1.4572141331619168,0,-0.04461390529109929,1,1.0,0.46976634234652603,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
110,200110,1.507828865600648,-1.141436734446313,-2.712238960669522,0.25676752339068526,0.379671823857413,0,-0.778343789919219,1,0.0,-0.15794485034428726,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
4276,204276,-1.6670245089298634,0.04944706472327198,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,0.6891159793370204,1,1.0,-0.4364102014044552,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2069,202069,-0.13433667294961663,0.40671220447414747,-1.3208977863630988,-0.736612360917421,0.9184429785096649,0,-0.04461390529109929,1,1.0,-1.4014928771104718,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2365,202365,-0.6817251857997048,0.1685354446402305,0.07044338794332428,-0.736612360917421,-0.6978704854470907,1,-1.5120736745473389,1,1.0,-0.30951754561198735,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3837,203837,-1.0101582935097577,0.04944706472327198,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,-1.5120736745473389,0,2.0,-0.08832851257924529,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
4230,204230,1.3983511630306302,-1.0223483545293546,0.07044338794332428,1.2501474076987915,-0.6978704854470907,1,-0.04461390529109929,0,1.0,2.207147989178443,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4747,204747,-1.0101582935097577,-0.3078180750276035,0.07044338794332428,1.2501474076987915,-0.15909933079483887,0,-1.5120736745473389,1,2.0,-0.4529411712416391,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1229,201229,0.3035741373304539,-0.18872969511064502,0.07044338794332428,-0.736612360917421,-0.15909933079483887,1,-1.5120736745473389,0,0.0,-0.38332483347659707,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
252,200252,-0.9006805909397401,0.6448889643080645,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,0,0.0,-1.3556252565763138,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3728,203728,0.3035741373304539,0.1685354446402305,1.4617845622497474,0.25676752339068526,-0.6978704854470907,0,-0.04461390529109929,1,1.0,2.090732708634895,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
3365,203365,-0.9006805909397401,-1.0223483545293546,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,0.6891159793370204,0,1.0,-0.5425809372601713,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4800,204800,-0.6817251857997048,-0.903259974612396,1.4617845622497474,0.25676752339068526,-0.6978704854470907,1,0.6891159793370204,1,3.0,-0.21079738771105827,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
148,200148,0.41305183990047156,-0.06964131519368652,0.07044338794332428,-0.736612360917421,-0.15909933079483887,0,-0.778343789919219,0,2.0,-1.3793739738071977,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
980,200980,-0.6817251857997048,-0.903259974612396,-1.3208977863630988,0.25676752339068526,-1.2366416400993427,0,1.4228458639651402,0,1.0,-1.2520156568925556,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2931,202931,-1.7765022114998812,-1.0223483545293546,0.07044338794332428,1.2501474076987915,-0.15909933079483887,0,0.6891159793370204,1,1.0,-0.3837904945987713,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
3800,203800,0.5225295424704892,-0.06964131519368652,0.07044338794332428,0.25676752339068526,1.9959852878141686,0,-0.04461390529109929,1,2.0,-0.02127331098616138,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
4573,204573,-0.9006805909397401,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-0.04461390529109929,0,2.0,0.09863442797369353,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
3712,203712,1.8362619733107008,-1.0223483545293546,0.07044338794332428,1.2501474076987915,1.4572141331619168,1,-1.5120736745473389,0,1.0,1.9745502586524333,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
105,200105,2.383650486160789,-0.903259974612396,-1.3208977863630988,0.25676752339068526,-1.2366416400993427,0,-0.778343789919219,1,1.0,2.4870103236051335,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
258,200258,1.507828865600648,-1.141436734446313,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,0.6891159793370204,1,0.0,-1.2664511516799557,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2883,202883,-0.5722474832296872,1.3594192438098154,1.4617845622497474,0.25676752339068526,0.9184429785096649,0,-0.04461390529109929,1,1.0,1.243229466277862,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4622,204622,-0.024858970379599003,-0.06964131519368652,0.07044338794332428,0.25676752339068526,1.4572141331619168,0,-0.04461390529109929,1,2.0,0.1384484539195871,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
401,200401,2.055217378450736,-0.42690645494456203,-1.3208977863630988,-1.7299922452255274,-1.2366416400993427,0,-0.04461390529109929,1,0.0,1.1757086035626039,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1881,201881,2.383650486160789,-0.3078180750276035,-1.3208977863630988,-0.736612360917421,1.4572141331619168,0,1.4228458639651402,1,0.0,2.5961799170876527,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
